Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency,Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Zip Code,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Recruitment Source
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,f8050db7-6869-4cb3-8c3d-3ef5189ba8fc,2025-02-20,Average,3,3,3,4,4,False,True,True,False,False,False,1,3,4,4,2,False,False,False,False,False,False,False,,,Male,White,86K-165K,18,Bachelor’s Degree,3-5 years,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,,Republican,I have some experience using them.,"No, I have not used them for any work-related activities.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Prolific
972,Computer and Information Systems Managers,Review and approve all systems charts and programs prior to their implementation.,fb4e42d6-6487-4bcf-98af-99a49f70567a,2025-02-15,Expert,4,2,3,2,3,True,True,True,False,False,False,3,3,3,3,3,False,False,False,False,False,False,False,,,Male,White,165K-209K,49,Master’s Degree,More than 10 years,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Weekly,Weekly,Daily,Weekly,Daily,Weekly,Daily,Prolific
974,Computer and Information Systems Managers,Control operational budget and expenditures.,051bafa4-57c0-4b01-a4ad-828c78afadfb,2025-02-15,Average,4,2,2,1,2,True,True,True,True,False,False,1,3,5,3,3,False,False,False,False,False,False,False,,,Male,White,30-60K,54,"Some College, No Degree",More than 10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,14883,Democrat,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Weekly,Never,Never,Never,Never,Monthly,Prolific
974,Computer and Information Systems Managers,Control operational budget and expenditures.,118a8339-4594-474c-a25d-037bc1d9a43c,2025-02-20,Expert,5,5,5,2,5,True,False,True,False,False,True,5,5,5,5,3,False,False,False,False,False,False,False,,,Male,White,86K-165K,24,Bachelor’s Degree,3-5 years,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
974,Computer and Information Systems Managers,Control operational budget and expenditures.,216194e7-e39d-42f9-bf89-af0537983c5f,2025-02-15,Average,4,1,2,4,2,True,False,False,False,False,True,1,2,3,3,2,False,False,False,False,False,False,False,,,Male,Black,30-60K,18,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,37862,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Weekly,Weekly,Weekly,Monthly,Prolific
974,Computer and Information Systems Managers,Control operational budget and expenditures.,6e30e573-eb3e-4fe5-96eb-0753aeb0d41b,2025-02-15,Average,3,2,4,3,4,False,False,False,True,True,False,1,4,5,4,4,False,False,False,False,False,False,False,,,Male,White,86K-165K,48,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,60046,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Monthly,Monthly,Weekly,Monthly,Never,Never,Never,Prolific
974,Computer and Information Systems Managers,Control operational budget and expenditures.,78302b81-4938-4240-8768-e5d1a946c0bc,2025-02-20,Expert,5,5,5,5,5,True,False,True,False,False,True,5,5,5,5,5,False,False,False,False,False,False,False,,,Female,White,86K-165K,44,"Doctorate (e.g., PhD)",More than 10 years,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
974,Computer and Information Systems Managers,Control operational budget and expenditures.,90f62f69-424f-42ff-8701-05c02c8bd159,2025-02-20,Expert,4,4,3,4,5,True,False,True,False,False,False,1,3,3,2,4,False,False,False,False,False,False,False,,,Male,White,30-60K,51,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,87508,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Daily,Never,Weekly,Daily,Daily,Weekly,Prolific
974,Computer and Information Systems Managers,Control operational budget and expenditures.,9d0bdd60-4ab5-416a-8231-fdcdc4b92b32,2025-02-15,Expert,1,1,4,1,3,False,False,False,False,False,False,2,1,5,5,5,False,False,False,False,False,False,False,,,Male,Asian American and Pacific Islander,209K-529K,49,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,Independent,I use them regularly.,"No, I have not used them for any work-related activities.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Prolific
974,Computer and Information Systems Managers,Control operational budget and expenditures.,d0439194-692f-47e7-8339-54a9cbfd9d91,2025-02-15,Expert,5,4,5,1,5,False,False,True,False,False,False,1,4,4,5,3,False,False,False,False,False,False,False,,,Male,White,30-60K,49,High School,6-10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,Monthly,Weekly,Prolific
974,Computer and Information Systems Managers,Control operational budget and expenditures.,d0a28cb3-f349-483b-b346-31c91497a296,2025-02-20,Average,4,3,3,2,4,True,False,True,False,False,False,3,4,4,3,3,False,False,False,False,False,False,False,,,Male,White,86K-165K,18,Bachelor’s Degree,More than 10 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,Republican,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Weekly,Prolific
974,Computer and Information Systems Managers,Control operational budget and expenditures.,fb4e42d6-6487-4bcf-98af-99a49f70567a,2025-02-15,Average,2,1,2,2,2,False,False,False,False,False,False,2,2,2,2,2,False,False,False,False,False,False,False,,,Male,White,165K-209K,49,Master’s Degree,More than 10 years,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Weekly,Weekly,Daily,Weekly,Daily,Weekly,Daily,Prolific
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,216194e7-e39d-42f9-bf89-af0537983c5f,2025-02-15,Average,3,3,2,4,2,True,False,True,True,False,False,2,3,3,4,3,False,False,False,False,False,False,False,,,Male,Black,30-60K,18,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,37862,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Weekly,Weekly,Weekly,Monthly,Prolific
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,4ef074b3-f5e8-4480-bc48-bc3e68fda386,2025-02-15,Expert,2,3,4,3,4,False,False,False,False,False,False,1,2,2,3,2,False,False,False,False,False,False,False,,,Male,White,60-86K,27,Bachelor’s Degree,3-5 years,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,92392,Independent,I have some experience using them.,"Yes, I use them every day in my work.",Weekly,Daily,Monthly,Weekly,Weekly,Monthly,Daily,Weekly,Monthly,Prolific
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,6e30e573-eb3e-4fe5-96eb-0753aeb0d41b,2025-02-15,Expert,4,2,1,1,1,True,True,False,False,False,True,1,3,2,2,3,False,False,False,False,False,False,False,,,Male,White,86K-165K,48,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,60046,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Monthly,Monthly,Weekly,Monthly,Never,Never,Never,Prolific
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,ac9969bb-e13d-408a-8092-ef8eee5ad2f5,2025-02-15,Expert,4,1,1,1,1,True,True,True,True,False,True,1,4,3,4,3,False,False,False,False,False,False,False,,,Female,White,165K-209K,44,Master’s Degree,1-2 year,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Never,Weekly,Weekly,Daily,Daily,Never,Monthly,Never,Daily,Prolific
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,af21c46a-23b2-409e-8aa7-a52ae72f4c7a,2025-02-15,Average,4,1,3,2,2,False,True,True,False,False,False,3,4,3,3,3,False,False,False,False,False,False,False,,,Male,Asian American and Pacific Islander,60-86K,25,Bachelor’s Degree,1-2 year,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Independent,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Monthly,Weekly,Daily,Monthly,Weekly,Never,Never,Monthly,Prolific
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,bf8d604e-9b5d-4b1b-8305-a9dcb097bf54,2025-02-15,Expert,3,3,3,3,3,False,False,False,True,False,False,3,3,3,3,4,False,False,False,False,False,False,False,,,Male,Asian American and Pacific Islander,86K-165K,27,Master’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,Republican,I have some experience using them.,"Yes, I use them every week in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,d0439194-692f-47e7-8339-54a9cbfd9d91,2025-02-15,Expert,4,4,5,1,5,True,False,False,False,False,False,1,4,4,5,3,False,False,False,False,False,False,False,,,Male,White,30-60K,49,High School,6-10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,Monthly,Weekly,Prolific
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,e2d91683-e436-429f-aaa2-ba6c47d0b288,2025-01-21,Expert,3,2,3,2,3,False,False,True,True,False,False,4,2,1,4,2,False,False,False,False,False,False,False,,,Male,Black,30-60K,30,Bachelor’s Degree,6-10 years,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Daily,Weekly,Daily,Weekly,Weekly,Prolific
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,f7d12a48-ce3a-495e-a132-f4b10ca073ac,2025-02-15,Average,3,1,1,1,1,False,False,False,False,False,False,2,5,3,3,4,False,False,False,False,False,False,False,"It is not my responsibility, but some time gets handed to me to focus on",,Male,White,86K-165K,34,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Daily,Weekly,Monthly,Daily,Daily,Daily,Daily,Weekly,Daily,Prolific
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,fb4e42d6-6487-4bcf-98af-99a49f70567a,2025-02-15,Expert,2,2,3,2,3,False,False,False,False,False,False,3,3,3,3,3,False,False,False,False,False,False,False,,,Male,White,165K-209K,49,Master’s Degree,More than 10 years,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Daily,Weekly,Weekly,Daily,Weekly,Daily,Weekly,Daily,Prolific
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,118a8339-4594-474c-a25d-037bc1d9a43c,2025-02-20,Expert,5,5,5,2,5,True,False,True,False,False,True,5,5,5,5,3,False,False,False,False,False,False,False,,,Male,White,86K-165K,24,Bachelor’s Degree,3-5 years,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,216194e7-e39d-42f9-bf89-af0537983c5f,2025-02-15,Average,2,2,4,1,2,False,False,False,False,False,False,4,2,2,3,3,False,False,False,False,False,False,False,,,Male,Black,30-60K,18,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,37862,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Weekly,Weekly,Weekly,Monthly,Prolific
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,77912bd1-921b-40b8-9c9c-f80822a6a40a,2025-02-15,Novice,5,2,3,2,1,True,True,True,True,True,True,3,2,1,3,3,False,False,False,False,False,False,False,,,Male,White,60-86K,36,Associate Degree,3-5 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,78302b81-4938-4240-8768-e5d1a946c0bc,2025-02-20,Expert,5,5,5,5,5,True,False,True,False,False,True,5,5,5,5,5,False,False,False,False,False,False,False,,,Female,White,86K-165K,44,"Doctorate (e.g., PhD)",More than 10 years,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Prolific
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,9d0bdd60-4ab5-416a-8231-fdcdc4b92b32,2025-02-15,Average,4,1,3,1,2,True,False,False,False,False,True,1,2,3,3,2,False,False,False,False,False,False,False,,,Male,Asian American and Pacific Islander,209K-529K,49,Bachelor’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,Independent,I use them regularly.,"No, I have not used them for any work-related activities.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Prolific
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,c341e4cc-eb09-476d-977b-1bd44b8ef293,2025-02-15,Average,2,3,2,1,2,False,False,False,False,False,False,2,5,3,2,2,False,False,False,False,False,False,False,,,Male,White,30-60K,33,Bachelor’s Degree,3-5 years,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,33917,Republican,I have some experience using them.,"No, I have not used them for any work-related activities.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Prolific
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,d0439194-692f-47e7-8339-54a9cbfd9d91,2025-02-15,Expert,5,4,5,1,5,True,False,False,False,False,False,1,4,4,5,3,False,False,False,False,False,False,False,,,Male,White,30-60K,49,High School,6-10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Weekly,Monthly,Weekly,Prolific
979,Computer and Information Systems Managers,Evaluate data processing proposals to assess project feasibility and requirements.,d17e7c1a-c119-4923-b0da-ffd56663a382,2025-02-20,Average,2,2,4,3,4,False,False,False,False,False,False,2,4,3,4,3,False,False,False,False,False,False,False,,,Female,White,60-86K,41,Associate Degree,1-2 year,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,48185,Democrat,I use them regularly.,"Yes, I use them every week in my work.",Daily,Weekly,Daily,Daily,Daily,Daily,Never,Daily,Weekly,Prolific
